rank,brand_name,series,model_name,color,material,rate,price,avaliability,made_in,reference_number,movement,link
1462,Casio,G-Shock,Casio - G-Shock - GA-100BL-1ADR,Black,Resin,,6195,True,China,GA-100BL-1ADR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-100bl-1adr
1463,Casio,General,Casio - General - AE-1400WH-1AVDF,Black,Resin,,2150,True,China,AE-1400WH-1AVDF,Quartz,https://egywatch.com//collections/watches/products/casio-ae-1400wh-1avdf
1464,Boss Black,Master,Boss Black - Master - HB151.3602,Silver,Stainless Steel,,5395,True,China,HB151.3602,Quartz,https://egywatch.com//collections/watches/products/boss-black-master-hb151-3602
1465,Boss Black,Discover,Boss Black - Discover - HB153.0082,Black,Leather,,4375,True,China,HB153.0082,Quartz,https://egywatch.com//collections/watches/products/boss-black-discover-hb153-0082
1466,Boss Black,Dare,Boss Black - Dare - HB153.0018,Black,Leather,,3295,True,China,HB153.0018,Quartz,https://egywatch.com//collections/watches/products/boss-black-dare-hb153-0018
1467,Tommy Hilfiger,Austin,Tommy Hilfiger - Austin - 179.1636,,,,9980,True,China,179.1636,,https://egywatch.com//collections/watches/products/tommy-hilfiger-austin-179-1636
1468,Tommy Hilfiger,Gavin,Tommy Hilfiger - Gavin - 179.1470,,,,10410,True,China,179.147,,https://egywatch.com//collections/watches/products/tommy-hilfiger-gavin-179-147
1469,Tommy Hilfiger,Kane,Tommy Hilfiger - Kane - 171.0.401,Silver,Stainless Steel,,7990,True,China,171.0.401,Quartz,https://egywatch.com//collections/watches/products/tommy-hilfiger-kane-171-0-401
1470,Calvin Klein,Established,Calvin Klein - Established - K9H216C6,,,,8390,True,Switzerland,K9H216C6,,https://egywatch.com//collections/watches/products/calvin-klein-established-k9h216c6
1471,Swatch,Skinrouge,Swatch - Skinrouge - SS07S105,,,,5825,True,Switzerland,SS07S105,,https://egywatch.com//collections/watches/products/swatch-skinrouge-ss07s105
1472,Swatch,Skinwind,Swatch - Skinwind - SS07S101,,,,5825,True,Switzerland,SS07S101,,https://egywatch.com//collections/watches/products/swatch-skinwind-ss07s101
1473,Casio,G-Shock,Casio -  G-Shock - GWG-1000-1A1DR,,,,17595,True,China,GWG-1000-1A1DR,,https://egywatch.com//collections/watches/products/casio-g-shock-gwg-1000-1a1dr
1474,Casio,G-Shock,Casio -  G-Shock - GW-B5600BL-1DR,Black,Resin,,6975,True,China,GW-B5600BL-1DR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-gw-b5600bl-1dr
1475,Casio,G-Shock,Casio -  G-Shock - GST-S300-1ADR,,,,6395,True,China,GST-S300-1ADR,,https://egywatch.com//collections/watches/products/casio-g-shock-gst-s300-1adr
1476,Casio,G-Shock,Casio -  G-Shock - GST-S100G-1BDR,Black,Resin,,12995,True,China,GST-S100G-1BDR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-gst-s100g-1bdr
1477,Casio,G-Shock,Casio -  G-Shock - GN-1000B-1ADR,,,,12995,True,China,GN-1000B-1ADR,,https://egywatch.com//collections/watches/products/casio-g-shock-gn-1000b-1adr
1478,Casio,G-Shock,Casio - G-Shock - GN-1000-1ADR,,,,8475,True,China,GN-1000-1ADR,,https://egywatch.com//collections/watches/products/casio-g-shock-gn-1000-1adr
1479,Casio,G-Shock,Casio - G-Shock - GBD-800-1BDR,Black,Resin,,4150,True,China,GBD-800-1BDR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-gbd-800-1bdr
1480,Casio,G-Shock,Casio - G-Shock - GAX-100B-1ADR,,,,6975,True,China,GAX-100B-1ADR,,https://egywatch.com//collections/watches/products/casio-g-shock-gax-100b-1adr
1481,Casio,G-Shock,Casio - G-Shock - GAS-100RB-1ADR,,,,7875,True,China,GAS-100RB-1ADR,,https://egywatch.com//collections/watches/products/casio-g-shock-gas-100rb-1adr
1482,Casio,G-Shock,Casio - G-Shock - GAS-100BL-1ADR,,,,6650,True,China,GAS-100BL-1ADR,,https://egywatch.com//collections/watches/products/casio-g-shock-gas-100bl-1adr
1483,Casio,G-Shock,Casio - G-Shock - GAS-100B-1A2DR,,,,4150,True,China,GAS-100B-1A2DR,,https://egywatch.com//collections/watches/products/casio-g-shock-gas-100b-1a2dr
1484,Casio,G-Shock,Casio - G-Shock - GAS-100-1ADR,,,,6495,True,China,GAS-100-1ADR,,https://egywatch.com//collections/watches/products/casio-g-shock-gas-100-1adr
1485,Casio,G-Shock,Casio - G-Shock - GA-2000-3ADR,Green,Resin,,6975,True,China,GA-2000-3ADR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-2000-3adr
1486,Casio,G-Shock,Casio - G-Shock - GA-810MMA-1ADR,,,,5395,True,China,GA-810MMA-1ADR,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-810mma-1adr
1487,Casio,G-Shock,Casio - G-Shock - GA-710GB-1ADR,,,,7795,True,China,GA-710GB-1ADR,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-710gb-1adr
1488,Casio,G-Shock,Casio - G-Shock - GA-710-1A2DR,,,,6850,True,China,GA-710-1A2DR,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-710-1a2dr
1489,Casio,G-Shock,Casio - G-Shock - GA-700SK-1ADR,Transparent Grey,Resin,,4995,True,China,GA-700SK-1ADR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-700sk-1adr
1490,Casio,G-Shock,Casio - G-Shock - GA-700MMC-1ADR,,,,6850,True,China,GA-700MMC-1ADR,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-700mmc-1adr
1491,Casio,G-Shock,Casio - G-Shock - GA-700BR-1ADR,,,,3050,True,China,GA-700BR-1ADR,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-700br-1adr
1492,Casio,G-Shock,Casio - G-Shock - GA-110MMC-1ADR,Black,Resin,,7895,True,China,GA-110MMC-1ADR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-110mmc-1adr
1493,Casio,G-Shock,Casio - G-Shock - GA-110HR-1ADR,Black,Resin,,6195,True,China,GA-110HR-1ADR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-110hr-1adr
1494,Casio,G-Shock,Casio - G-Shock - GA-100RS-4ADR,,,,4895,True,China,GA-100RS-4ADR,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-100rs-4adr
1495,Casio,G-Shock,Casio - G-Shock - GA-100RS-2ADR,,,,4895,True,China,GA-100RS-2ADR,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-100rs-2adr
1496,Casio,G-Shock,Casio - G-Shock - GA-100MMC-1ADR,,,,6195,True,China,GA-100MMC-1ADR,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-100mmc-1adr
1497,Casio,G-Shock,Casio - G-Shock - GA-1000-4BDR,,,,6550,True,China,GA-1000-4BDR,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-1000-4bdr
1498,Casio,G-Shock,Casio - G-Shock - DW-6900SK-1DR,,,,5395,True,China,DW-6900SK-1DR,,https://egywatch.com//collections/watches/products/casio-g-shock-dw-6900sk-1dr
1499,Casio,G-Shock,Casio - G-Shock - DW-6900BB-1DR,Black,Resin,,3625,True,China,DW-6900BB-1DR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-dw-6900bb-1dr
1500,Casio,G-Shock,Casio - G-Shock - DW-5700BBM-2DR,,,,2650,True,China,DW-5700BBM-2DR,,https://egywatch.com//collections/watches/products/casio-g-shock-dw-5700bbm-2dr
1501,Casio,G-Shock,Casio - G-Shock - DW-5600SK-1DR,Semi-Transparent Grey,Resin,,4250,True,China,DW-5600SK-1DR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-dw-5600sk-1dr
1502,Casio,G-Shock,Casio - G-Shock - AW-591GBX-1A9DR,,,,5350,True,China,AW-591GBX-1A9DR,,https://egywatch.com//collections/watches/products/casio-g-shock-aw-591gbx-1a9dr
1503,Casio,G-Shock,Casio - G-Shock - AW-591GBX-1A4DR,,,,5350,True,China,AW-591GBX-1A4DR,,https://egywatch.com//collections/watches/products/casio-g-shock-aw-591gbx-1a4dr
1504,Casio,G-Shock,Casio - G-Shock - AW-590-1ADR,,,,2995,True,China,AW-590-1ADR,,https://egywatch.com//collections/watches/products/casio-g-shock-aw-590-1adr
1505,Hamilton,Jazzmaster,Hamilton - Jazzmaster Maestro - H32.766.513,,,,46995,True,Switzerland,H32.766.513,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-maestro-h32766513
1506,Hamilton,,Hamilton - Khaki Worldtimer - H76.714.735,,,,21625,True,,,,https://egywatch.com//collections/watches/products/hamilton-khaki-worldtimer-h76714735
1507,Hamilton,,Hamilton - JazzmasterDay Date Auto - H42.565.131,,,,19295,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmasterday-date-auto-h42565131
1508,Hamilton,,Hamilton - Broadway Auto Chrono - H43.516.731,,,,49995,True,,,,https://egywatch.com//collections/watches/products/hamilton-broadway-auto-chrono-h43516731
1509,Hamilton,,Hamilton - Khaki navy Frogman Auto - H77.805.335,,,,48310,True,,,,https://egywatch.com//collections/watches/products/hamilton-khaki-navy-frogman-auto-h77805335
1510,Hamilton,,Hamilton - Khaki Worldtimer - H76.714.135,,,,22275,True,,,,https://egywatch.com//collections/watches/products/hamilton-khaki-worldtimer-h76714135
1511,Hamilton,,Hamilton - Jazzmaster Viewmatic - H32.755.731,,,,18345,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-viewmatic-h32755731
1512,Hamilton,,Hamilton - Jazzmaster Viewmatic - H32.755.551,,,,18345,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-viewmatic-h32755551
1513,Hamilton,,Hamilton - Khaki X-Wind - H77.696.793,,,,37645,True,,,,https://egywatch.com//collections/watches/products/hamilton-khaki-x-wind-h77696793
1514,Hamilton,,Hamilton - American classic Railroad - H40.525.151,,,,36995,True,,,,https://egywatch.com//collections/watches/products/hamilton-american-classic-railroad-h40525151
1515,Hamilton,,Hamilton - Broadway Auto Chrono - H43.516.131,,,,31995,True,,,,https://egywatch.com//collections/watches/products/hamilton-broadway-auto-chrono-h43516131
1516,Hamilton,,Hamilton - Khaki navy Frogman Auto - H77.705.345,,,,40250,True,,,,https://egywatch.com//collections/watches/products/hamilton-khaki-navy-frogman-auto-h77705345
1517,Hamilton,,Hamilton - American classic Spirit of Liberty - H32.416.981,,,,49995,True,,,,https://egywatch.com//collections/watches/products/hamilton-american-classic-spirit-of-liberty-h32416981
1518,Hamilton,,Hamilton - Timeless Railroad -  H40.655.751,,,,36995,True,,,,https://egywatch.com//collections/watches/products/hamilton-timeless-railroad-h40655751
1519,Hamilton,,Hamilton - Jazzmaster Auto Chrono - H32.646.555,,,,48995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-auto-chrono-h32646555
1520,Hamilton,,Hamilton - Jazzmaster Auto Chrono - H32.596.131,,,,28225,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-auto-chrono-h32596131
1521,Hamilton,,Hamilton - Jazzmaster Viewmatic - H42.725.551,,,,19925,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-viewmatic-h42725551
1522,Hamilton,,Hamilton - Jazzmaster Auto Chrono - H32.546.781,,,,46995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-auto-chrono-h32546781
1523,Hamilton,,Hamilton - Jazzmaster Lord - H32.816.531,,,,46995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-lord-h32816531
1524,Hamilton,,Hamilton - Jazzmaster Day Date Auto - H42.525.551,,,,16995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-day-date-auto-h42525551
1525,Hamilton,,Hamilton - Jazzmaster Auto Chrono - H32.596.551,,,,46995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-auto-chrono-h32596551
1526,Hamilton,,Hamilton - Jazzmaster Slim - H38.655.785,,,,16045,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-slim-h38655785
1527,Hamilton,,Hamilton - American classic Spirit of Liberty - H32.416.781,,,,49995,True,,,,https://egywatch.com//collections/watches/products/hamilton-american-classic-spirit-of-liberty-h32416781
1528,Hamilton,,Hamilton - Jazzmaster Auto Chrono - H32.646.595,,,,48995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-auto-chrono-h32646595
1529,Hamilton,,Hamilton - Jazzmaster Auto Chrono - H32.606.185,,,,32995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-auto-chrono-h32606185
1530,Hamilton,,Hamilton - Jazzmaster Day Date Auto - H42.565.731,,,,17875,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-day-date-auto-h42565731
1531,Hamilton,,Hamilton - Jazzmaster Maestro - H42.575.513,,,,34995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-maestro-h42575513
1532,Hamilton,,Hamilton - Jazzmaster Auto Chrono - H32.596.151,,,,43995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-auto-chrono-h32596151
1533,Hamilton,,Hamilton - Jazzmaster Day Date Auto - H42.525.251,,,,20745,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-day-date-auto-h42525251
1534,Hamilton,,Hamilton - Jazzmaster Auto Chrono - H32.596.751,,,,46995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-auto-chrono-h32596751
1535,Hamilton,,Hamilton - Jazzmaster Auto Chrono - H32.606.855,,,,44995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-auto-chrono-h32606855
1536,Hamilton,,Hamilton - Jazzmaster Maestro - H32.766.783,,,,34995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-maestro-h32766783
1537,Hamilton,,Hamilton - American classic Railroad - H40.545.731,,,,36995,True,,,,https://egywatch.com//collections/watches/products/hamilton-american-classic-railroad-h40545731
1538,Hamilton,,Hamilton - Jazzmaster Auto Chrono - H32.596.731,,,,46995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-auto-chrono-h32596731
1539,Hamilton,,Hamilton - Jazzmaster Viewmatic - H32.755.131,,,,19925,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-viewmatic-h32755131
1540,Hamilton,,Hamilton - American classic Spirit of Liberty - H42.415.091,,,,36230,True,,,,https://egywatch.com//collections/watches/products/hamilton-american-classic-spirit-of-liberty-h42415091
1541,Hamilton,,Hamilton - Jazzmaster Regulator - H42.615.553,,,,30995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-regulator-h42615553
1542,Hamilton,,Hamilton - American classic Spirit of Liberty - H32.416.181,,,,32545,True,,,,https://egywatch.com//collections/watches/products/hamilton-american-classic-spirit-of-liberty-h32416181
1543,Hamilton,,Hamilton - Jazzmaster Day Date Auto - H42.565.151,,,,40250,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-day-date-auto-h42565151
1544,Hamilton,,Hamilton - Jazzmaster Slim - H38.615.135,,,,16025,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-slim-h38615135
1545,Hamilton,,Hamilton - Jazzmaster Regulator - H42.615.753,,,,32995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-regulator-h42615753
1546,Hamilton,,Hamilton - Jazzmaster Auto Chrono - H32.596.781,,,,48995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-auto-chrono-h32596781
1547,Hamilton,,Hamilton - Jazzmaster Seaview - H37.646.795,,,,44275,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-seaview-h37646795
1548,Hamilton,,Hamilton - Jazzmaster Maestro - H42.515.555,,,,20745,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-maestro-h42515555
1549,Hamilton,Jazzmaster,Hamilton - Jazzmaster Maestro - H42.575.783,Black,Leather,,34995,True,Switzerland,H42.575.783,Automatic,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-maestro-h42575783
1550,Hamilton,,Hamilton - Jazzmaster Maestro - H32.576.515,,,,48995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-maestro-h32576515
1551,Hamilton,,Hamilton - Jazzmaster Slim - H38.645.755,,,,40250,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-slim-h38645755
1552,Hamilton,,Hamilton - Jazzmaster Regulator - H42.615.153,,,,35995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-regulator-h42615153
1553,Hamilton,,Hamilton - Khaki navy Pioneer - H77.745.553,,,,32995,True,,,,https://egywatch.com//collections/watches/products/hamilton-khaki-navy-pioneer-h77745553
1554,Hamilton,,Hamilton - American classic Spirit of Liberty - H42.425.151,,,,16945,True,,,,https://egywatch.com//collections/watches/products/hamilton-american-classic-spirit-of-liberty-h42425151
1555,Hamilton,,Hamilton - Jazzmaster Auto Chrono - H32.596.741,,,,46995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-auto-chrono-h32596741
1556,Hamilton,,Hamilton - Khaki Aviation X-Wind - H77.626.153,,,,42995,True,,,,https://egywatch.com//collections/watches/products/hamilton-khaki-aviation-x-wind-h77626153
1557,Hamilton,,Hamilton - Jazzmaster Day Date Auto - H42.565.751,,,,36230,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-day-date-auto-h42565751
1558,Hamilton,,Hamilton - Jazzmaster Slim Auto - H38.645.735,,,,41600,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-slim-auto-h38645735
1559,Hamilton,,Hamilton - Jazzmaster Maestro - H32.766.113,,,,29995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-maestro-h32766113
1560,Hamilton,,Hamilton - Jazzmaster Thinline - H38.511.113,,,,9425,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-thinline-h38511113
1561,Hamilton,,Hamilton - Jazzmaster Thinline - H38.541.783,,,,20120,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-thinline-h38541783
1562,Hamilton,,Hamilton - Jazzmaster Auto Chrono - H32.596.181,,,,48995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-auto-chrono-h32596181
1563,Hamilton,,Hamilton - Jazzmaster Viewmatic - H42.555.751,,,,35995,True,,,,https://egywatch.com//collections/watches/products/hamilton-jazzmaster-viewmatic-h42555751
1564,Hamilton,,Hamilton - American classic Spirit of Liberty - H42.415.051,,,,17875,True,,,,https://egywatch.com//collections/watches/products/hamilton-american-classic-spirit-of-liberty-h42415051
1565,Hamilton,,Hamilton - Khaki Thinline - H38.441.583,,,,9595,True,,,,https://egywatch.com//collections/watches/products/hamilton-khaki-thinline-h38441583
1566,Hamilton,,Hamilton - Khaki Thinline - H38.441.553,,,,9995,True,,,,https://egywatch.com//collections/watches/products/hamilton-khaki-thinline-h38441553
1567,Hamilton,,Hamilton - Khaki Thinline - H38.655.515,,,,30860,True,,,,https://egywatch.com//collections/watches/products/hamilton-khaki-thinline-h38655515
